RESPID	PHTYPE	S1	S2	S3	S4	S5	S6	S7	S8	QX1	QX1A	QX2	QX3	QX3A	QX4	Q1	Q1A	Q1X	Q1Y	Q1Z	Q2	Q3	Q4A	Q4B	Q5	Q6	Q7	Q8	QD1	QD1A	QD2	QD3	QD4	QD4A	QD5	QD6	QD7	QD8	FINWGT
1503	1	2	2	1	2	1	3	81	2	1		1	9	9									2	2	4	2	2	4	1		4	5	20		2	1	3	1	1.451631834
1508	2	1	2	2	1	1	2	49	5	1		1	2			9	1				1	3	2	2	4	1	2	1	3	9	3	5	73		2	1	2	2	0.555924288
1510	1	2	2	1	1	1	1	45	7	1		4			1								1	1	4	9	9	2	3	2	3	8	56		2	1	4	2	0.830922316
1511	2	1	2	1	1	1	1	125	11	1		4			2								2	2	4	1	1	9	3	1	4	7	68		2	1	3	1	0.467399486
1512	2	2	2	1	1	2	1	21	6	1		2	2			1					1	2	1	1	4	2	3	2	2		3	8	74		2	1	4	1	0.557140276
1515	1	2	2	2	1	1	1	149	6	1		4			1								2	2	4	1	1	1	1		5	3	56		2	1	3	1	1.112026513
1516	2	2	2	1	1	1	2	115	7	1		1	1										2	2	4	1	2	1	1		4	3	84		2	1	3	1	1.173933466
1518	1	1	1	1	1	1	1	81	2	1		1	9	9									9	9	4	1	2	9	9	9	5	6	60		2	1	3	1	0.810924831
1520	2	2	2	1	1	1	2	125	14	1		0	1										2	2	4	1	1	1	1		5	5	70		2	1	4	2	0.639549062
1522	2	1	1	1	1	1	2	121	2	1		0	2					1			8	2	1	1	4	1	3	2	2		1	8	49		2	1	2	2	0.660467796
1523	2	1	1	1	1	1	2	125	14	1		0	1										2	2	4	2	2	1	1		5	6	76		2	1	2	1	0.778302718
1524	2	1	2	1	1	1	1	81	3	1		1	2			1					1	1	1	1	4	9	3	2	2		4	6	61		2	1	3	2	1.077004995
1528	1	1	2	1	1	1	1	99	10	1		1	2			99	2				3	1	1	1	4	5	2	2	3	2	4	7	62		2	2	4	2	0.605934779
1529	2	2	1	1	1	1	3	77	6	1		0	2					5	1	1	8	1	4	1	9	2	9	2	3	2	3	8	83		2	1	4	1	0.793474606
1531	2	1	1	1	1	1	3	75	7	1		0	2					6	2		8	1	1	1	4	2	3	2	2		2	6	73		2	1	3	2	0.996076978
1535	1	2	2	2	1	2	1	21	6	3	2				4								2	2	4	2	2	4	1		5	3	31		2	1	8	1	1.397727624
1536	2	2	1	1	2	1	1	103	1	1		0	1										2	2	4	4	1	1	1		9	8	73		2	1	4	2	0.4
1538	2	2	2	2	2	1	3	93	8	3	1	3			1								1	1	1	1	4	4	2		3	6	80		2	1	1	1	1.028466919
1539	2	1	1	1	1	1	2	81	3	1		0	2					1			8	1	1	1	4	1	4	2	2		1	8	78		2	1	8	2	0.588156494
1541	2	1	2	1	1	1	1	91	7	1		1	9	9									9	9	4	4	2	1	9	3	4	5	62		2	1	9	1	1.112026513
1542	2	1	1	2	1	1	3	161	7	1		2	1										2	2	4	3	9	1	3	3	3	8	89		2	1	4	1	0.793474606
1549	2	1	1	1	1	1	3	125	9	1		0	2					6	1	1	8	2	1	1	4	2	3	2	2		3	8	80		2	1	4	1	0.66566651
1550	2	1	2	1	1	1	1	99	10	1		1	9	9									9	1	4	4	1	9	3	3	3	7	99	9	2	1	9	2	0.4
1555	2	1	1	1	1	1	1	139	2	1		1	1										2	2	4	1	1	1	1		5	3	60		2	1	3	2	0.785386035
1558	2	1	1	1	1	1	3	61	1	1		1	2			1					1	1	4	1	4	5	4	2	2		1	7	78		2	1	2	1	0.578626727
1559	2	1	1	1	1	1	1	139	2	1		1	1										1	1	4	1	3	2	1		4	7	78		2	1	3	1	0.406284274
1560	1	1	1	1	1	1	1	67	3	1		3			1								2	2	4	5	2	1	1		4	7	52		2	1	9	2	0.830922316
1561	2	2	2	2	1	1	2	125	11	1		1	2			1					1	1	1	1	1	1	4	2	2		3	7	81		2	2	2	1	0.509464581
1562	2	2	1	1	1	1	1	93	8	1		1	9	2		99	2				3	3	1	1	4	1	3	2	2		4	3	75		2	1	4	2	0.699398062
1563	2	1	1	1	1	1	2	125	14	1		0	2					1			8	1	1	1	4	2	3	2	2		4	6	59		2	2	3	2	0.753791303
1564	2	1	1	2	1	1	1	157	10	1		1	9	9									9	9	4	9	2	1	4	3	5	6	69		2	1	2	1	0.510023142
1566	2	1	1	1	1	1	3	49	5	1		0	1										1	1	3	1	1	2	2		3	3	91		2	1	1	1	0.749990538
1568	2	1	1	1	1	1	3	77	6	1		0	1										2	2	1	1	2	1	1		3	7	97		2	1	3	1	0.793474606
1574	1	1	1	1	1	1	3	75	7	1		1	2			1					1	1	1	1	4	1	3	2	3	2	3	8	61		2	1	4	1	1.221873723
1575	2	2	2	2	1	1	1	21	6	1		1	2			2					1	1	1	1	4	2	4	2	3	2	3	8	73		2	1	2	2	0.539594023
1576	2	1	2	1	1	1	1	125	8	1		2	1										2	2	4	2	2	1	1		3	8	74		2	1	3	1	0.557140276
1578	1	2	2	2	2	2	3	73	4	1		0	2					2			8	2	1	3	3	3	2	4	3	2	1	5	19		2	1	2	2	1.555919109
1580	2	2	2	2	1	2	1	67	3	1		2	1										2	2	4	5	2	1	1		3	3	51		2	1	3	2	1.077004995
1581	2	2	1	2	1	1	3	49	5	1		0	2					1			8	1	1	1	4	1	3	3	2		5	3	81		2	1	2	2	0.726370771
1584	2	1	1	1	1	1	1	81	3	1		0	2					99					1	1	4	1	3	2	3	2	3	7	57		2	1	3	1	0.857941839
1585	2	2	2	1	1	1	3	145	5	1		0	1										2	2	4	1	1	1	1		4	7	73		2	9	4	1	0.578626727
1589	2	1	1	1	1	1	1	163	11	1		0	1										2	2	4	2	2	1	3	1	3	6	81		2	1	3	1	0.605822675
1593	2	2	2	2	2	1	1	99	9	1		1	9	9									2	2	1	4	2	9	9	9	9	7	38		9	9	9	1	1.031558582
1600	1	2	2	2	2	1	3	163	11	1		1	9	9									1	1	4	4	2	3	3	2	3	6	23		2	1	4	1	1.669993196
1601	2	1	2	1	1	1	1	151	10	1		0	1										2	2	4	1	1	1	1		5	3	84		2	1	2	1	0.526607823
1607	2	1	1	1	1	1	1	123	2	1		1	1										2	9	4	5	1	1	1		4	6	86		2	1	2	1	0.526607823
1609	1	2	2	2	1	2	1	125	8	1		3			3								9	9	2	2	9	9	3	3	3	5	23		2	9	9	2	1.353708401
1610	2	2	2	2	1	1	3	145	5	1		1	2			2					1	1	1	1	4	2	3	2	2		3	3	21		2	1	3	1	1.451631834
1614	2	1	2	1	1	1	2	81	3	1		0	9										1	1	4	2	9	9	2		9	8	88		2	1	2	1	0.607281877
1615	2	2	2	1	1	1	1	77	6	1		0	2					1			8	1	1	1	4	1	3	2	3	2	3	6	76		2	1	2	2	0.699398062
1616	1	2	2	2	2	1	3	75	7	1		2	2			1					1	1	2	1	4	2	2	1	3	2	2	7	59		2	1	4	2	1.487429216
1620	1	1	2	2	2	1	2	103	1	1		4			3								9	9	2	2	2	4	3	3	3	5	25		2	1	1	1	1.110999266
1621	2	1	2	1	1	1	1	161	7	1		1	9	9									9	9	4	1	9	9	4	3	4	6	57		2	1	9	2	1.077004995
1622	2	1	1	1	1	1	3	163	12	1		0	2					5	2		8	3	2	2	4	4	2	1	4	1	5	7	50		2	1	2	1	1.025061685
1624	2	1	1	1	1	1	1	81	3	1		0	1										2	2	4	2	1	1	1		4	6	82		2	1	2	1	0.722140744
1628	2	1	2	1	1	1	3	163	12	1		0	2					1			8	1	1	1	4	9	5	2	3	2	3	8	80		2	2	4	1	0.66566651
1629	1	1	1	2	1	1	3	103	1	1		1	2			9	9				3	9	9	9	4	2	3	9	3	2	3	6	61		2	1	2	1	1.154912486
1630	2	2	2	2	1	1	2	41	1	1		1	2			2					1	1	1	1	4	1	3	2	2		4	4	65		2	1	1	2	0.555924288
1632	2	2	2	1	1	1	2	125	14	1		0	2					2			8	3	1	4	1	2	5	2	3	2	2	3	55		2	2	2	1	1.506431007
1634	2	2	2	1	1	1	2	145	5	1		1	2			99	1				3	1	1	1	4	3	3	1	3	3	3	7	68		2	1	3	1	0.442849112
1641	1	1	1	1	1	1	1	75	7	1		2	1										2	2	4	1	1	1	1		5	7	55		2	1	3	2	0.830922316
1643	2	2	2	2	1	1	1	163	11	1		1	2			1					4	1	1	1	4	1	3	2	3	2	3	7	53		2	1	4	1	0.71974975
1644	2	1	1	1	1	1	1	93	8	1		0	1										2	2	1	1	1	1	1		5	3	75		2	1	2	2	0.699398062
1648	2	1	1	1	1	1	1	161	7	1		0	2					1			8	1	1	1	1	4	2	2	2		2	8	70		2	1	3	2	0.857941839
1649	2	2	1	1	1	1	2	163	12	1		1	1										1	1	4	2	9	1	3	1	4	7	94		9	9	9	2	0.493419799
1650	2	1	1	1	1	1	1	139	2	1		0	2					1			8	1	1	1	4	1	3	2	2		2	5	73		2	1	3	2	0.510023142
1652	1	2	2	2	2	2	3	17	5	1		2	1										2	2	4	1	1	4	1		3	2	18		2	1	3	1	1.60651372
1654	2	1	1	1	1	1	2	45	7	1		0	2					5	2		8	9	9	4	1	9	9	1	2		3	3	73		2	1	3	2	0.762342603
1655	2	2	2	2	1	1	2	163	12	1		1	9	1									2	2	4	9	1	1	1		9	3	73		2	1	1	1	0.660345603
1656	2	2	1	1	1	1	1	93	8	1		9			1								1	1	4	2	3	2	3	2	3	8	79		2	1	3	1	0.557140276
1657	2	1	1	1	1	1	1	139	2	1		0	2					1			8	1	1	1	4	1	2	2	2		3	6	73		2	1	1	2	0.510023142
1658	2	1	1	1	1	1	3	159	6	1		0	9										9	9	4	9	2	3	4	9	2	7	75		9	9	9	1	0.793474606
1660	2	1	1	1	1	1	2	163	14	1		1	2			2					1	2	1	1	4	2	3	2	4	2	1	6	79		2	1	1	1	0.660345603
1663	2	2	2	2	1	2	1	49	5	1		0	9										9	9	4	9	2	9	2		3	8	99	4	2	1	2	2	0.4
1665	2	1	2	1	1	1	1	139	2	1		1	1										2	2	4	1	1	1	1		5	3	71		2	1	3	2	0.510023142
1667	1	1	1	1	1	1	1	145	4	1		0	1										2	2	4	1	1	4	1		5	5	60		2	1	1	1	0.810924831
1668	1	1	2	2	1	1	2	81	2	1		1	2			2					1	1	1	1	4	1	9	2	2		9	3	58		2	1	1	1	0.883906576
1669	2	2	2	1	1	1	1	163	11	1		1	2			1					1	1	1	1	4	1	4	2	3	2	3	6	64		2	1	3	1	0.605822675
1671	2	2	2	2	1	2	2	125	14	1		1	2			2					4	3	1	1	2	2	2	1	2		4	8	68		2	1	4	1	0.509464581
1673	2	1	2	1	1	1	1	139	2	1		2	2			9	1				3	1	1	1	4	1	2	3	2		3	7	69		2	1	9	1	0.406284274
1676	2	2	1	1	1	1	1	161	7	1		0	2					5	1	99	8	1	1	1	4	3	1	3	3	2	4	8	70		2	1	4	2	0.539594023
1680	1	2	2	2	1	1	3	33	1	1		2	1										2	2	3	4	1	1	1		5	3	31		2	4	3	1	1.451631834
1686	2	1	1	1	1	1	1	5	6	1		1	1										2	2	4	1	1	1	1		5	6	91		2	1	9	2	0.699398062
1687	2	1	2	2	2	1	1	155	4	1		4			1								2	2	4	1	1	4	1		5	5	81		2	1	1	1	0.526607823
1690	2	1	2	1	1	1	3	99	9	1		0	1										2	2	4	3	2	1	3	1	3	5	76		2	1	2	1	0.86280768
1691	2	1	1	1	1	1	1	55	1	1		0	1										2	2	4	2	1	1	1		3	7	83		2	1	4	1	0.406284274
1692	2	2	2	1	1	1	1	81	2	1		1	2			1					1	1	1	1	4	9	9	2	3	2	3	7	85		2	1	3	1	0.896676274
1697	2	1	2	1	1	1	3	163	11	1		1	9	9									3	9	4	3	4	1	9	9	9	9	99	9	9	9	9	2	0.759189774
1699	2	2	2	1	1	1	1	99	9	1		2	2			1					1	2	1	1	4	4	4	2	2		1	3	45		9	9	9	2	0.903527536
1700	2	1	2	1	1	1	3	117	4	1		1	1										2	2	4	3	2	1	3	1	4	3	67		2	1	2	1	0.749990538
1704	2	2	2	2	1	2	3	87	10	1		2	9	9									2	1	4	9	2	9	3	3	3	3	68		2	1	2	2	0.726370771
1707	2	1	1	1	1	1	1	125	8	1		0	2					1			8	1	1	1	4	1	9	2	2		3	8	72		2	1	2	1	0.557140276
1709	2	1	1	1	1	1	1	161	7	1		0	1										2	2	4	1	2	1	1		4	7	55		2	1	9	2	0.830922316
1711	2	2	2	2	1	1	2	163	12	1		1	1										2	2	4	1	1	1	1		5	6	77		2	1	9	2	0.639549062
1712	2	1	1	1	1	1	3	163	13	1		2	2			99	1				2	1	4	1	1	4	2	3	3	1	3	8	80		2	1	3	2	0.644702395
1713	2	1	1	1	1	1	1	125	9	1		1	2			99	99				10	1	1	1	4	9	9	2	2		3	9	99	9	9	9	9	2	0.533067091
1715	2	1	1	2	1	1	3	155	4	1		2	2			1					1	1	1	1	1	2	3	2	2		1	8	65		2	1	3	2	0.560403792
1716	2	2	2	1	1	1	1	163	11	1		1	1										2	2	4	1	2	1	1		5	7	79		2	1	9	2	0.452679478
1719	1	2	2	2	1	1	3	3	1	1		1	9	2		1					1	1	1	1	4	1	4	2	3	2	2	8	54		2	1	3	2	0.862967337
1720	2	2	2	1	1	1	1	147	10	1		2	1										2	2	4	1	1	1	3	1	4	7	52		2	1	3	2	0.605934779
1722	1	1	2	2	1	1	1	75	7	1		1	1										2	2	4	9	2	1	3	1	4	8	59		2	1	8	2	0.830922316
1723	2	1	1	1	1	1	3	125	9	1		0	2					99					1	1	4	2	9	2	2		3	8	83		2	1	4	2	0.644702395
1724	2	2	2	2	1	2	1	99	9	1		2	9	9									9	9	4	1	1	9	9	3	3	6	65		2	1	9	2	0.586743248
1730	1	1	2	1	1	1	2	125	14	1		1	2			1					1	1	9	1	4	1	3	2	2		3	5	88		2	1	8	2	0.707785761
1735	1	2	1	1	1	1	2	125	14	1		0	2					1			8	3	1	1	4	2	2	2	2		5	3	69		2	2	8	2	0.753791303
1736	1	2	2	2	2	1	3	5	6	1		1	2			2					1	2	1	1	3	2	3	4	3	2	1	5	21		2	1	4	2	1.927940391
1737	2	1	1	1	1	1	3	99	10	1		1	2			1					1	1	9	1	4	2	3	2	3	3	3	5	84		2	1	4	2	0.726370771
1739	2	1	1	1	1	1	3	145	5	1		0	1										2	2	4	1	1	9	3	3	5	5	99	4	2	1	3	2	0.726370771
1747	1	2	2	2	1	1	3	81	2	1		4			1								2	2	2	1	1	1	1		5	3	60		2	1	1	2	1.237883026
1752	2	1	2	1	1	1	2	105	2	1		1	2			1					1	1	1	1	4	1	3	2	2		3	6	71		2	1	3	2	0.555924288
1753	1	1	1	1	1	1	2	163	12	1		1	1										2	2	4	1	1	1	1		5	3	74		2	1	2	2	0.707785761
1755	1	1	2	1	1	1	2	87	10	1		1	2			1					3	3	1	1	4	4	3	3	2		2	6	70		2	5	2	2	0.61523864
1757	1	2	2	1	2	1	2	163	12	1		0	9										9	1	4	1	3	3	2		3	5	94		2	1	1	2	0.984843355
1763	1	1	1	1	1	1	3	47	1	1		1	2			2					1	2	1	4	3	3	2	3	2		1	8	73		2	1	2	2	0.560403792
1765	1	2	1	1	1	1	2	129	4	1		1	2			1					3	1	1	1	4	3	2	2	2		3	8	65		2	1	3	2	0.428902279
1768	1	1	1	1	1	1	3	99	9	1		1	1										2	2	4	2	1	1	4	1	3	3	63		2	1	3	1	1.328639914
1780	1	2	2	1	2	1	1	143	4	1		0	9										9	9	4	5	2	9	4	3	3	3	80		2	1	9	1	0.526607823
1782	1	2	2	2	1	2	2	75	7	1		1	9	9									1	1	1	2	2	4	3	1	3	3	68		2	1	1	2	0.762342603
1785	1	1	1	1	1	1	3	55	1	1		1	1										2	2	4	1	1	1	1		5	7	81		2	1	3	1	0.578626727
1797	1	1	1	1	1	1	1	99	9	1		0	1										2	2	4	1	1	1	3	1	5	6	99	9	2	1	9	2	0.586743248
1802	1	1	1	1	1	1	1	163	14	1		1	1										2	2	4	1	2	1	1		5	8	80		2	1	3	1	0.467399486
1810	1	1	2	2	1	2	3	137	1	1		2	2			2					1	1	1	1	4	1	2	1	3	2	3	6	62		2	1	4	1	1.405914983
1821	1	1	1	1	1	1	1	145	5	1		0	1										4	1	2	4	9	4	3	9	3	7	79		2	1	9	2	0.4
1828	1	1	2	2	1	1	1	43	1	1		1	1										2	2	4	1	1	1	4	1	5	3	75		2	1	1	2	0.510023142
1833	1	2	2	2	1	1	3	81	3	1		4			1								4	1	4	4	3	2	2		3	6	71		2	1	3	2	0.996076978
1853	2	2	2	2	2	2	3	125	9	3	1	4			1								2	2	4	2	1	3	4	1	4	8	28		2	1	4	1	1.425887831
1864	1	2	2	2	1	1	3	37	4	2	1	1	2			99	99				10	1	1	1	4	2	3	2	2		3	3	45		2	1	1	1	1.655241821
1875	2	1	1	1	1	1	2	163	13	1		1	2			1					1	1	1	1	4	1	4	2	2		2	7	56		2	2	3	2	0.895544396
1879	2	1	1	1	1	1	2	163	13	1		0	2					1			8	1	1	1	4	1	4	2	3	2	2	6	61		2	2	1	1	1.19851049
1881	2	1	2	2	1	1	2	163	13	1		0	2					99					1	1	4	1	3	2	2		4	6	63		2	2	9	2	1.458988343
1882	1	2	2	2	2	2	3	27	6	1		3			2								1	1	3	3	3	4	3	3	3	5	19		2	1	8	1	2.203022747
1883	2	2	2	2	2	2	3	125	14	1		1	1										1	1	4	2	1	3	2		5	7	38		1	5	1	1	1.425887831
1886	2	1	1	2	1	2	2	163	14	1		0	2					1			8	2	2	2	3	5	1	3	4	3	5	7	44		2	2	2	2	1.125627067
1894	2	2	2	2	2	1	3	163	12	1		0	9										1	1	1	1	1	4	2		3	6	29		2	1	1	2	1.789967858
1895	1	1	2	1	1	1	2	81	3	1		1	2			1					1	1	1	1	4	2	3	2	2		2	5	62		2	1	1	1	1.34143262
1903	2	2	2	1	1	1	2	125	14	1		1	2			99	2				3	1	1	1	4	2	3	2	2		1	6	34		2	2	3	2	1.458988343
1911	2	1	2	2	1	1	1	81	3	1		1	9	1									1	4	4	2	1	1	1		4	8	45		2	1	4	2	1.190893149
1912	1	1	2	1	1	1	2	163	14	1		1	2			1					1	2	1	1	4	1	3	2	2		3	7	54		2	1	4	1	0.924665268
1914	2	1	1	1	1	1	3	161	7	1		1	2			1					1	1	2	1	4	1	3	3	1		5	8	40		2	1	4	2	1.696060245
1915	1	1	1	1	1	1	2	163	14	1		2	9	9									9	9	4	1	9	3	4	9	9	8	60		2	2	4	2	0.895544396
1916	2	2	2	1	1	1	3	93	8	1		2	2			1					1	1	1	3	4	1	2	4	2		2	7	81		2	1	4	1	1.751211896
1917	2	1	1	2	1	1	1	3	1	1		1	1										2	2	4	1	1	1	1		5	7	44		2	1	3	1	0.896676274
1920	2	2	2	2	1	1	1	113	4	1		2	1										2	2	4	1	1	1	1		4	3	35		2	1	3	2	1.125629713
1921	2	1	1	1	1	1	2	125	14	1		1	1										2	2	4	1	2	1	3	1	5	3	47		2	1	4	1	1.457393932
1922	1	2	2	2	2	2	3	99	9	1		2	9	9									1	1	2	3	4	4	3	3	3	6	18		9	9	8	1	1.848173152
1927	1	2	2	2	2	2	3	165	4	1		1	1										2	2	3	5	2	4	1		4	2	18		2	1	8	2	1.555919109
1928	2	1	1	1	1	1	1	163	11	1		1	2			1					3	1	1	1	4	3	2	2	1		3	8	46		2	1	4	1	1.031558582
1931	1	1	2	1	1	2	2	163	14	1		1	2			99	99				10	1	9	9	4	1	9	9	9	9	9	6	59		9	9	9	2	1.160765296
1932	2	1	2	2	1	1	3	93	8	1		3			1								2	2	4	2	2	1	1		2	7	44		2	1	4	2	1.696060245
1933	2	2	2	2	1	1	3	81	3	1		1	2			99	99				10	1	1	1	4	3	3	2	2		2	5	47		2	1	3	2	2.198358763
1934	1	2	2	2	2	2	3	17	5	1		2	1										2	2	3	2	2	4	1		4	3	19		2	1	4	1	1.60651372
1939	2	2	2	2	2	2	3	157	10	1		1	1										2	2	4	1	1	1	3	1	4	7	47		2	1	4	1	1.413292686
1941	2	1	1	1	1	1	2	99	9	1		1	2			2					1	3	1	3	4	4	3	2	3	2	1	7	38		2	1	1	2	1.088985854
1947	1	1	1	1	1	1	1	81	3	1		1	2			4					3	1	1	1	4	3	2	2	2		2	7	42		2	1	4	2	1.190893149
1949	1	2	2	1	1	1	3	55	1	1		1	2			2					1	2	1	1	4	3	5	2	2		1	3	36		2	1	1	1	1.655241821
1950	1	2	2	1	1	1	3	55	1	1		1	2			2					1	2	1	1	4	1	3	2	3	2	1	3	40		2	1	2	2	1.603112595
1951	2	2	1	1	1	1	1	63	10	1		1	2			1					1	2	3	1	4	2	2	2	2		3	5	46		2	1	2	1	1.162232385
1953	1	1	2	1	1	1	1	99	9	1		1	1										2	2	4	1	1	1	4	1	5	7	49		2	1	9	2	0.999071274
1964	2	2	2	2	2	2	3	49	5	1		2	2			2					3	1	1	1	4	1	4	2	2		5	6	21		2	2	3	1	1.60651372
1976	2	1	2	1	1	1	2	163	14	1		1	2			1					1	1	1	1	4	3	2	2	2		1	7	57		2	2	3	2	0.895544396
1981	2	1	2	1	1	1	2	125	14	1		1	2			1					1	2	1	1	4	1	2	2	2		3	6	47		2	2	3	2	1.663630174
1982	2	2	1	1	1	1	3	141	1	1		4			1								2	2	1	1	1	3	3	1	9	6	41		2	1	1	2	1.774156724
1985	2	1	2	1	1	1	3	111	4	1		2	2			99	99				10	3	9	9	4	2	3	3	2		3	7	38		2	1	4	2	1.457753148
1986	2	1	2	2	1	1	2	163	13	1		1	2			1					1	2	1	1	1	2	1	2	2		3	3	33		2	2	2	2	1.458988343
1987	2	1	2	1	1	1	2	99	9	1		1	2			2					4	3	2	2	4	2	2	1	4	1	4	7	61		2	1	4	1	0.840887351
1988	2	2	2	2	2	2	3	163	13	1		1	2			2					1	3	1	1	3	1	3	4	2		1	5	18		2	1	3	2	1.789967858
1990	1	1	1	1	1	1	2	163	14	1		1	2			1					1	1	1	1	4	2	9	2	2		1	7	51		2	1	3	2	0.895544396
1991	2	2	2	2	2	2	3	99	10	1		3			1								2	2	4	2	1	4	3	1	3	8	39		2	1	4	1	1.413292686
1992	2	2	2	2	2	2	3	109	1	3	2				4								4	4	4	4	9	4	4	3	9	6	41		2	1	4	1	1.60651372
1998	2	2	2	2	2	2	3	81	3	1		2	2			99	2				2	3	1	1	4	2	2	4	3	2	1	7	37		2	4	3	1	1.938057483
1999	2	2	2	2	1	1	2	163	13	1		1	9	9									1	1	3	4	2	2	3	2	2	5	40		2	2	2	2	1.562095164
2002	2	2	2	2	1	2	3	111	4	1		4			2								3	1	3	3	2	3	3	3	4	5	21		2	1	9	1	1.831847878
2003	1	2	2	2	2	2	3	77	6	1		3			1								2	2	4	1	2	4	1		3	3	18		2	1	4	1	2.203022747
2004	1	2	2	2	2	2	3	163	11	1		1	1										2	2	4	1	2	4	1		4	2	18		2	1	4	2	1.789967858
2009	2	2	2	2	1	1	3	37	4	1		3			3								2	2	3	2	2	1	1		4	3	27		2	1	3	2	1.555919109
2013	1	2	2	2	2	2	3	111	4	1		0	2					2			8	2	1	1	4	2	3	4	3	2	3	3	18		2	1	4	2	1.555919109
2017	1	2	2	2	2	2	3	161	12	1		1	2			1					1	2	1	1	4	1	3	4	2		3	5	18		2	1	8	1	1.848173152
2023	2	1	1	1	1	1	3	81	2	1		1	2			2					1	2	1	1	4	2	2	2	2		2	3	34		2	2	4	1	1.831847878
2024	1	1	2	1	1	1	1	111	4	1		2	1										2	2	4	1	1	1	1		5	8	58		2	1	4	1	0.625638267
2025	1	2	1	1	1	1	2	121	2	1		0	2					2			8	2	1	1	4	2	3	2	2		1	7	38		2	1	2	2	0.946594595
2032	2	2	2	2	2	2	3	147	10	1		1	1										2	2	1	2	1	4	1		4	3	32		2	1	3	1	1.60651372
2036	2	2	2	2	2	2	3	125	11	1		1	9	1									2	2	4	2	1	1	3	1	3	7	45		2	1	4	1	1.625886891
2045	1	1	1	1	1	1	1	77	6	1		4			1								2	2	4	1	1	1	1		5	5	58		2	1	4	1	1.230674203
2046	2	1	1	1	1	1	3	37	4	1		0	1										2	2	4	1	1	1	3	1	5	6	58		2	1	4	1	1.278135896
2048	2	2	2	1	1	1	3	161	12	1		1	2			1					1	2	1	1	4	1	4	2	2		2	8	55		2	2	4	1	1.098703559
2050	2	1	1	1	1	1	1	139	2	1		1	2			2					2	1	1	1	4	4	2	2	3	2	3	5	59		2	2	2	1	0.897446471
2052	2	1	1	2	1	1	2	125	11	1		1	2			1					1	1	3	1	3	1	4	3	2		9	8	49		2	2	4	2	0.840887351
2057	1	2	2	1	1	2	1	75	7	1		2	1										2	2	4	1	1	1	1		5	6	42		2	9	9	1	1.54358337
2062	1	1	2	1	1	1	3	161	7	1		1	1										2	2	4	1	1	1	3	1	5	7	58		1	1	4	1	1.352241563
2065	1	2	2	2	1	1	3	81	2	1		4			1								9	9	2	2	1	9	3	3	4	5	44		2	1	2	1	1.655241821
2071	2	1	1	1	1	1	2	21	6	1		1	2			2					1	1	1	1	4	4	2	2	2		1	6	37		2	2	3	2	1.983047484
2075	1	1	2	2	1	1	1	25	3	1		1	1										2	2	3	3	2	1	4	1	3	7	39		2	1	4	1	1.229618026
2076	1	1	2	2	1	1	1	147	10	1		4			1								2	2	4	2	2	1	1		5	8	45		2	1	4	2	0.868436871
2077	2	2	1	1	1	1	2	121	2	1		0	2					1			8	1	1	1	4	1	4	2	2		3	3	63		2	1	2	2	1.008988455
2078	2	2	2	1	1	1	3	163	13	1		2	2			99	99				10	1	1	1	4	1	9	2	3	2	5	3	54		2	2	1	1	1.565974014
2080	2	2	2	2	1	2	2	147	10	1		1	1										2	2	1	1	1	1	1		1	3	48		2	2	4	1	1.041798245
2081	2	1	2	2	1	1	2	161	7	1		1	1										2	2	4	1	1	1	3	1	5	8	59		1	1	4	1	1.034931412
2086	1	2	2	2	2	2	3	135	1	1		3			3								1	1	2	2	4	4	9	9	9	3	21		2	1	4	1	1.60651372
2089	1	1	1	1	1	1	2	99	9	1		1	2			2					1	9	1	1	1	2	9	2	2		3	5	51		2	1	8	2	1.089921235
2091	1	2	2	2	1	2	1	51	4	1		4			2								1	1	4	1	3	2	1		3	3	63		2	1	1	2	0.785386035
2092	1	1	1	1	1	1	3	65	8	1		1	2			2					1	3	1	1	2	2	4	4	2		1	8	63		2	1	3	2	1.183392741
2095	2	2	2	2	2	2	3	163	12	1		1	1										2	2	4	1	1	4	3	1	5	2	37		2	1	3	1	2.107403145
2099	1	1	1	2	1	1	3	25	3	1		1	2			1					1	1	4	1	1	4	3	2	3	2	3	7	55		2	1	4	2	1.183392741
2101	2	1	1	1	1	1	2	163	13	1		0	2					2			8	1	1	1	4	2	2	2	9	9	9	9	99	9	9	9	8	2	1.511438779
2105	1	1	2	2	1	1	1	21	6	1		1	1										2	2	3	1	1	1	1		3	3	59		2	1	2	2	1.077004995
2108	1	2	2	2	1	2	2	61	1	1		4			2								2	2	4	2	2	1	1		4	3	58		2	1	2	2	0.856069335
2118	1	1	2	2	1	1	1	147	10	1		1	9	9									9	9	4	5	4	9	4	9	2	8	44		2	1	4	2	0.96109476
2121	1	1	1	1	1	1	1	61	1	1		1	2			2					1	3	2	2	4	1	2	1	3	1	3	8	54		2	1	4	2	0.605934779
2122	2	1	2	2	1	2	3	99	9	1		1	1										2	2	4	1	1	1	1		4	7	34		2	1	4	1	1.625886891
2123	1	2	1	1	1	1	2	17	5	3	2				4								4	4	1	4	1	4	4	3	1	7	58		2	1	3	2	0.660467796
2124	1	2	2	1	1	1	2	81	2	1		1	2			99	1				3	2	1	1	4	5	3	2	2		2	7	57		2	1	2	2	0.660467796
2125	1	1	1	1	1	1	3	139	2	1		1	2			99	2				3	2	1	1	4	2	3	2	2		2	7	54		2	1	4	2	0.862967337
