RESPID	PHTYPE	Q1	Q2	Q3	Q4	Q5	Q6A	Q6B	Q6C	Q6D	Q6E	Q6F	Q7	Q8	Q9	Q9A.1	Q9A.2	Q9A.3	Q10A	Q10B	Q10C	Q10D	Q10E	Q10F	Q10G	QD1	Q11	Q12	Q12B	Q13	Q14	Q15	Q16	Q17	Q18	Q19	QD2	QD2A	QD3	QD4	QD5	QD5A	QD6	QD7	QD8	QD9	QD10	QD11	FINALWGT
2096	2	9	2	20	1	2	3	3	3	3	1	3	1	1	1	8	98		2	2	2	2	2	2	1	1	1	8	9	3	3	9	2	2	1	1	1		3	6	64		2	2	1	9	2	34	0.751765371225
2097	2	2	1	20	1	2	1	1	1	2	2	3	3	3	1	6			1	1	1	1	1	1	1	1	1	1		2	3	2	3	2	3	1	1		2	7	44		1	2	1	4	2	44	0.47459450067
2103	2	1	1	13	4	1	1	1	1	2	1	2	1	1	2				2	2	2	2	2	2	2	1	1	1		2	2	2	2	3	1	1	3	1	3	4	29		1	2	1	3	2	13	2.146064243
2104	1	1	1	20	1	2	1	1	1	2	1	1	1	1	1	9			2	2	2	1	2	2	1	1	1	1		1	4	1	1	2	1	1	3	1	5	8	77		2	2	1	3	2	26	0.604678218
2105	2	1	1	13	4	1	1	1	1	3	1	1	1	1	2				2	1	2	2	2	2	2	1	1	1		2	5	5	3	1	3	1	3	3	5	7	57		1	2	2	2	1	24	0.666747595
2109	1	2	2	20	2	4	1	2	1	1	1	2	3	1	1	10			2	2	2	2	2	2	1	1	1	2		4	1	2	3	2	2	1	3	2	3	7	56		2	1	1	4	1	24	0.927295639
2110	1	1	1	2	3	2	1	1	1	3	1	1	1	1	3				2	2	2	2	2	2	2	1	1	1		1	3	1	3	2	3	1	1		4	5	66		2	2	1	1	2	36	0.751765371225
2111	1	1	2	20	1	1	1	2	1	1	2	2	3	3	2				2	2	2	1	1	2	2	1	3	2		2	2	2	3	2	3	2	1		2	3	50		2	2	1	2	1	36	1.496152334955
2120	2	2	2	20	1	3	3	2	2	2	2	2	3	3	2				1	1	2	2	2	1	1	1	1	2		4	5	4	3	1	3	2	2		2	6	22		2	2	2	3	1	12	1.534839989
2124	2	1	1	15	2	3	1	1	1	1	1	1	3	3	1	4			2	2	2	2	2	2	1	1	1	1		5	4	5	3	2	3	1	3	3	3	7	45		1	1	4	2	1	13	0.834689791
2125	1	1	1	20	2	1	1	1	1	2	1	2	1	1	1	2			2	1	2	2	2	1	1	1	1	1		2	5	1	3	2	1	1	4	1	5	7	99	3	2	2	1	4	1	12	0.517684928
2128	2	1	1	20	4	1	1	1	1	2	3	3	1	1	2				2	1	2	2	1	2	1	1	1	1		1	4	1	1	3	1	1	1		3	5	51		2	2	1	3	2	12	1.025258865375
2132	1	2	3	9	2	2	1	2	1	2	1	1	3	3	1	2	6		1	2	2	2	2	2	1	1	1	2		4	1	1	3	2	3	2	2		2	8	44		1	2	1	4	2	36	0.472233334
2133	1	1	1	28	4	2	2	1	2	2	2	2	2	2	3				2	1	2	2	2	2	2	1	1	1		1	4	1	1	2	3	1	1		5	3	37		1	2	1	4	1	42	1.496152334955
2135	1	1	2	20	2	9	2	1	1	2	3	2	1	1	1	11	2	1	1	1	2	1	1	1	1	1	1	1		1	4	2	1	1	1	1	3	1	5	8	54		2	2	1	3	2	47	0.493886052
2136	1	1	1	30	3	1	1	1	1	3	1	1	1	1	3				2	2	2	2	2	2	2	1	1	1		1	5	3	3	2	1	1	1		1	3	81		2	2	1	2	2	12	1.213725568665
2137	2	1	1	20	3	3	1	1	1	2	2	1	1	2	2				2	2	2	2	2	2	1	1	1	1		1	4	1	3	3	1	1	1		4	7	40		1	2	1	3	2	18	0.523030661595
2138	2	2	2	20	2	3	1	2	1	1	3	1	1	1	1	4			1	1	2	1	1	1	1	1	1	2		4	1	2	1	2	3	2	2		3	8	41		1	2	1	4	2	45	0.493886052
2146	2	1	2	28	2	4	2	2	2	2	2	2	2	2	1	10	2		2	2	2	2	2	2	1	1	3	7	1	2	4	4	3	2	3	1	4	3	4	8	37		1	2	1	4	1	55	0.469501096
2147	2	9	3	30	1	1	1	1	1	1	1	1	3	3	3				2	1	1	2	2	1	1	1	1	1		2	5	2	9	2	3	1	1		4	5	33		1	2	2	2	1	51	1.542514188945
2158	2	1	1	20	1	3	2	2	1	2	2	2	3	1	1	4	8	9	2	1	2	2	2	1	1	2				3	4	4	2	2	3	1	3	1	3	8	33		1	2	1	3	1	39	0.693114009
2159	2	1	3	29	4	1	2	1	2	2	3	2	3	3	3				2	2	2	2	2	2	2	1	1	1		1	4	2	3	1	2	1	1		4	7	35		1	2	1	2	1	37	0.447783766935
2176	2	1	2	20	3	2	1	1	2	2	2	1	1	2	2				2	2	2	2	2	2	2	1	1	1		1	5	1	1	2	3	1	1		5	4	34		1	2	1	3	1	17	2.050305747105
2177	1	2	2	14	2	2	2	2	1	1	3	2	3	1	1	6	1	8	1	2	2	2	1	1	1	1	1	2		4	1	2	1	2	3	2	2		2	8	50		1	2	1	4	2	17	0.520428519
2179	2	9	2	30	3	2	3	9	2	2	2	2	3	3	2				2	1	2	2	2	2	2	2				5	5	9	3	9	9	1	4	3	9	3	27		1	2	1	3	1	55	2.040105221
2183	1	1	1	20	2	2	1	1	1	2	2	9	1	1	2				2	2	2	2	2	1	1	1	1	1		1	3	1	3	2	3	1	1		5	7	40		1	1	1	9	2		0.913997194725002
2190	2	2	2	20	1	4	1	2	1	2	2	2	3	1	1	4			1	1	2	2	2	2	1	1	1	2		4	4	4	3	1	2	2	4	2	1	6	27		2	2	1	2	1	55	1.200691326
2202	2	1	1	29	1	1	1	1	1	2	9	9	1	1	1	10			2	2	2	2	2	1	2	1	1	1		1	4	1	3	2	3	1	1		5	3	90		2	2	1	1	2	55	1.278953712795
2204	1	1	1	20	2	2	1	1	1	2	1	9	1	1	2				1	1	2	2	2	1	1	1	1	1		1	4	2	1	1	3	1	1		4	7	70		2	2	1	3	2	21	0.576708111585
2211	1	1	1	30	3	2	1	1	1	2	1	1	3	1	2				2	2	2	2	2	2	2	1	1	1		1	4	1	3	2	1	1	1		5	6	67		2	2	1	1	1	17	0.747415821674999
2217	2	2	2	13	1	4	2	2	1	2	9	2	3	3	1	8	1		1	2	2	2	2	2	1	1	1	6	2	4	3	4	3	2	2	9	3	2	1	7	41		2	2	1	4	2	39	0.520428519
2226	1	1	2	20	1	2	1	1	1	1	1	1	1	1	3				2	2	2	2	2	2	1	1	2	1		2	3	9	3	2	3	1	1		3	2	79		2	2	1	1	2	28	1.213725568665
2229	2	1	2	2	2	2	1	1	9	1	1	1	3	1	1	8			1	2	2	2	2	1	1	1	2	1		2	5	2	3	1	1	1	3	3	2	5	68		2	2	1	1	1	26	0.743697335
2231	2	1	1	13	3	1	1	1	1	2	2	2	1	1	1	8			1	1	2	1	1	1	1	2				1	4	1	1	1	1	1	4	3	5	8	69		2	2	3	3	1	55	1.073850243
2233	1	2	2	20	1	2	1	2	1	1	1	1	1	1	1	8			2	2	2	2	2	2	1	1	1	2		5	1	2	1	3	2	2	2		1	7	60		2	2	2	2	2	28	0.772958285
2249	1	1	1	20	1	2	1	1	1	2	2	2	3	1	1	8			2	2	2	2	2	1	1	1	1	1		1	3	1	3	2	1	1	1		3	3	62		2	2	1	9	2	47	1.213725568665
2258	1	1	1	20	2	2	1	1	1	1	1	1	3	1	2				2	2	2	2	1	1	2	1	1	1		1	4	1	1	3	1	1	1		3	7	55		2	1	1	2	2	48	1.03740245826
2260	1	2	2	20	1	9	9	9	9	2	1	3	3	3	1	8			2	2	2	2	2	1	1	1	2	8	9	2	2	3	3	1	9	2	2		9	2	71		2	2	2	1	2	28	1.62674881
2261	1	1	1	20	2	1	1	1	1	1	1	1	1	1	1	2			2	1	2	2	2	1	2	1	1	1		1	3	1	1	2	3	1	1		4	4	72		2	2	1	3	2	22	1.213725568665
2268	2	1	1	20	3	1	2	1	1	2	1	2	3	1	3				1	1	2	2	1	1	1	1	2	1		1	5	2	3	3	3	1	4	1	4	2	18		2	1	4	4	1	17	3.821865376
2269	1	2	2	20	2	4	2	2	1	1	1	1	1	1	3				2	2	2	2	2	1	2	1	1	2		4	1	2	1	2	3	2	2		1	3	84		2	2	1	3	2	18	1.272590759
2271	2	2	2	20	2	2	1	2	1	2	2	1	3	1	1	1	14		1	2	2	2	2	2	1	1	1	2		4	2	3	3	2	3	2	3	2	3	5	34		2	2	1	2	1	20	1.200691326
2272	2	1	1	20	1	1	1	1	2	2	2	3	1	3	1	8			2	2	2	2	2	1	2	1	2	1		1	4	1	1	2	3	1	1		5	7	72		2	2	1	3	1	26	0.54823392798
2278	1	9	2	20	2	3	3	2	1	1	1	3	3	1	2				1	1	2	2	2	2	1	1	1	2		4	1	1	1	3	2	2	2		2	8	63		2	1	1	4	2	19	1.132784094
2283	1	2	2	20	3	1	1	1	1	1	1	1	2	2	1	6	4	14	2	1	2	2	2	2	2	1	1	8	2	4	2	4	3	1	3	1	2		3	3	54		1	2	1	3	1	27	1.640643418
2296	1	1	1	20	2	2	1	1	3	3	1	1	1	1	1	98	9		1	1	2	2	2	1	1	1	1	1		1	3	1	3	2	3	1	1		4	8	68		2	2	1	2	1	26	0.54823392798
2298	2	1	2	20	4	1	1	1	1	2	2	2	1	1	2				2	2	2	2	2	2	2	1	1	1		2	4	1	3	3	3	1	3	1	4	8	72		2	2	1	4	1	18	0.545506396
2299	2	9	9	8	2	2	9	1	9	2	2	2	1	3	3				2	2	2	2	2	2	2	1	1	2		2	2	9	3	2	3	9	1		4	7	47		1	2	2	4	1	26	0.635577815685002
2302	2	1	1	20	1	1	1	1	1	3	1	1	1	9	1	9	10		2	2	2	2	2	1	2	1	2	1		5	5	9	3	1	3	2	9	2	9	1	67		2	2	1	1	2	26	1.272590759
2305	1	1	1	20	2	2	1	1	2	2	1	2	1	1	2				2	2	2	2	2	1	1	1	2	1		1	4	1	3	2	3	1	1		4	3	65		2	2	1	1	1	6	1.02048564702
2306	1	2	2	9	1	4	2	2	2	1	1	1	3	3	3				2	1	2	2	2	1	2	1	1	2		4	1	5	1	1	2	2	2		3	3	55		2	2	2	1	2	27	1.714173685
2308	2	2	2	14	1	1	1	2	1	1	2	1	1	1	2				2	2	2	2	2	2	2	1	1	2		4	2	3	1	2	3	1	1		3	5	59		1	2	1	3	2	55	0.828489033990003
2309	2	2	2	20	1	2	1	2	1	1	2	2	3	1	1	8	2		2	1	2	2	2	1	1	1	1	2		4	1	1	1	1	2	2	3	2	2	3	56		2	2	2	2	1	39	1.546430286
2310	1	1	1	30	2	2	1	1	1	2	2	1	1	1	1	4			2	2	2	2	2	1	1	1	1	1		2	4	2	3	2	3	1	1		4	8	62		2	2	1	2	1	18	0.54823392798
2313	2	1	1	3	4	1	1	1	1	2	3	2	2	9	3				2	2	2	2	2	1	2	1	1	1		1	4	1	1	2	3	1	1		5	3	78		2	2	1	2	1	5	1.09495437621
2314	2	2	2	20	1	1	1	1	1	1	1	2	1	1	1	11	2		2	1	2	2	1	1	1	1	1	2		4	1	1	1	2	3	2	2		3	3	73		2	1	1	3	1	4	1.959842516
2315	1	2	2	20	4	1	2	2	1	1	1	2	3	1	2				2	2	2	1	2	2	1	1	1	2		4	2	1	3	2	3	2	4	3	1	7	77		2	2	1	4	1	6	0.482476759
2317	1	2	2	20	1	2	2	2	1	1	1	1	3	1	1	8			2	2	2	2	2	1	1	1	1	2		4	1	1	1	2	2	2	3	2	3	7	77		2	2	2	3	1	22	0.69731913
2323	1	1	2	20	3	3	1	1	1	2	1	2	1	1	2				2	2	2	2	2	2	1	1	2	1		2	5	2	3	2	2	1	1		4	8	79		2	2	1	2	1	49	0.499574172645
2329	1	1	1	30	2	1	1	1	1	2	1	1	1	1	1	8			2	1	2	2	2	2	1	1	1	1		1	1	2	1	2	1	1	1		5	8	82		2	2	1	9	2	16	0.5537636631
2330	2	1	1	20	3	1	1	1	2	2	1	2	1	2	1	18			2	2	2	2	1	1	2	1	4	1		1	4	1	3	1	1	1	1		4	2	66		2	2	1	1	1	6	1.02048564702
2335	2	2	2	20	2	3	2	2	2	1	2	1	3	3	1	5			2	2	2	2	1	1	1	1	2	2		4	3	1	1	2	3	1	4	2	2	7	23		2	1	1	4	2	48	1.311553591
2338	1	1	1	30	1	9	1	1	1	2	3	1	1	1	1	8	14		2	2	2	2	2	2	1	1	1	9	9	5	5	5	9	2	3	1	3	3	4	5	90		2	2	1	1	2	6	0.729117049
2340	2	2	2	20	2	4	2	2	2	2	3	2	3	3	1	2			2	1	2	1	2	1	1	1	1	6	3	4	3	5	2	1	2	2	4	3	9	3	28		2	2	1	1	1	29	2.040105221
2341	2	2	2	20	1	2	2	2	2	1	1	3	1	1	2				2	2	2	2	2	2	1	1	1	2		4	3	2	3	2	3	2	2		3	7	66		2	1	1	3	2	48	1.032241252
2345	1	2	2	20	1	3	1	2	2	1	2	1	3	3	2				2	1	2	2	1	1	2	1	2	2		4	5	1	2	1	3	2	2		3	6	39		1	2	2	2	2	29	1.447997647
2350	1	1	1	8	2	1	1	1	1	2	1	9	1	1	2				2	2	2	2	2	2	2	1	1	1		1	3	2	3	3	1	1	1		5	5	55		2	2	1	4	1	6	0.661056893265
2352	1	1	1	30	4	1	1	1	1	2	1	9	1	1	3				2	2	2	2	2	1	1	1	1	1		1	4	1	1	2	1	1	1		5	3	84		2	2	1	4	1	48	1.051391395965
2353	2	2	2	3	1	4	2	2	2	1	2	2	3	3	1	2			2	1	2	2	2	1	2	1	2	2		4	4	4	3	1	2	2	3	3	4	3	65		2	1	4	2	1	48	1.959842516
2356	2	2	2	9	1	2	1	1	1	1	1	2	2	1	2				2	2	2	2	2	1	1	1	1	2		4	2	1	1	1	3	2	2		3	6	69		2	2	2	9	2	48	1.011860937
2366	1	2	2	16	2	3	2	2	1	1	2	2	3	1	1	9	10		2	2	2	2	2	1	1	1	1	2		4	2	2	1	2	2	9	2		1	8	73		2	2	1	3	2	6	0.53481167
2370	2	1	1	20	3	1	1	1	3	2	2	1	1	2	2				2	2	2	2	1	2	2	1	1	1		1	4	1	1	3	3	1	4	1	5	3	48		1	2	1	3	1	55	1.640643418
2380	1	2	2	20	1	4	1	2	1	1	1	1	3	1	2				2	2	2	2	2	1	1	1	1	2		4	1	2	1	2	3	1	2		1	8	81		2	2	2	4	2	6	0.72038877
2382	2	1	1	20	2	9	1	1	1	3	3	3	1	1	1	2			2	1	2	2	2	1	2	1	1	9	9	5	5	2	3	1	3	1	3	3	3	7	63		2	2	1	2	2	48	0.55100862
2385	1	2	2	30	1	2	9	2	1	1	1	9	1	9	3				2	2	2	2	2	1	1	1	1	2		4	1	1	3	2	3	9	2		9	3	84		2	1	1	1	2	35	2.172429303
2388	2	1	1	20	2	1	1	1	1	2	1	1	1	1	3				2	2	2	2	2	2	2	1	1	1		1	4	1	1	2	3	1	1		3	5	71		2	2	1	3	2	4	0.754954596014999
2392	2	2	2	16	1	4	2	2	2	1	3	1	3	3	1	4			2	2	2	2	2	1	1	1	1	2		4	4	1	3	1	3	2	3	3	3	8	42		2	2	1	4	1	31	0.469501096
2394	2	2	2	2	1	3	2	2	1	2	2	2	3	3	2				1	1	1	2	2	1	1	1	1	1		4	4	4	2	1	2	2	4	2	5	5	22		2	2	2	2	2	39	1.792758991
2400	1	2	2	20	2	4	3	2	1	1	3	2	3	1	1	8	18		2	2	2	2	2	2	1	1	1	2		4	2	9	1	9	2	2	2		1	7	77		2	2	1	9	2	35	0.55100862
2401	1	2	9	20	1	2	1	9	1	1	1	1	9	1	1	18	8	2	2	1	2	2	2	1	1	2				5	5	9	3	1	3	2	2		4	8	80		2	2	3	3	2	6	1.052797265
2403	1	2	2	1	1	2	1	2	1	1	1	1	2	1	1	18			2	2	2	2	2	1	1	1	1	2		4	2	1	2	2	3	2	3	2	4	6	79		2	2	1	2	2	6	0.729117049
2405	1	2	1	30	1	2	1	2	1	9	2	9	1	9	3				2	2	2	1	2	2	1	1	2	2		4	2	9	3	2	3	2	2		3	5	80		2	2	1	8	2	6	0.729117049
2410	1	2	2	2	1	4	2	2	2	1	1	2	3	3	1	4			1	1	2	1	2	1	1	1	1	2		4	1	2	3	1	2	9	2		3	8	67		2	2	2	4	2	48	0.742205985
2420	1	1	1	20	1	4	2	1	1	2	2	1	3	1	1	9			2	2	2	2	1	1	1	1	1	1		2	4	1	1	2	1	1	1		3	6	65		2	2	1	4	2	6	0.732762634245
2434	1	1	1	20	3	1	9	3	3	3	1	3	1	2	2				2	2	2	2	2	1	2	1	2	1		2	5	2	2	1	1	9	1		4	5	67		2	2	1	2	2	6	0.732762634245
2440	1	1	1	30	2	3	3	1	1	3	1	3	3	1	3				2	2	2	2	2	1	2	1	1	1		2	2	9	3	2	3	2	3	3	4	5	79		2	2	1	9	2	6	0.729117049
2446	1	2	2	2	2	3	2	2	1	1	1	1	3	1	2				2	2	2	2	1	1	1	1	1	2		4	1	2	3	2	3	2	2		1	8	64		2	1	4	4	2	6	1.001898424
2450	1	9	3	20	2	2	3	3	1	3	3	1	9	1	1	9			2	2	2	2	2	1	2	1	1	1		2	4	1	3	2	3	1	1		5	5	76		2	2	1	2	2	6	0.732762634245
2452	1	2	2	20	1	1	2	2	1	3	3	2	3	1	1	2	8		2	1	2	2	2	1	1	1	1	2		4	3	3	1	1	3	2	2		2	5	58		2	2	1	1	1	6	0.657768053
2470	2	2	2	16	2	2	2	2	1	1	1	1	3	1	2				2	2	2	1	1	1	1	1	1	2		4	1	2	1	2	2	2	2		3	8	53		1	2	1	4	2	6	0.460296464
2472	2	2	2	3	3	2	1	1	1	2	1	9	1	1	2				2	2	2	2	2	2	2	1	2	2		4	5	2	3	2	3	2	4	3	3	8	36		1	2	1	1	2	35	0.474236696
2498	2	2	2	20	1	3	1	2	1	1	1	2	3	1	1	10			2	2	2	2	2	1	1	2				4	2	3	3	2	3	2	2		3	8	84		2	2	1	3	2	6	0.53481167
2503	2	1	2	13	2	3	2	1	2	2	1	2	2	2	1	2	18		2	1	2	2	2	2	2	1	1	1		1	4	1	1	1	2	1	1		5	5	44		2	2	1	4	1	41	0.862025142299999
2512	2	2	2	20	9	2	3	2	1	1	1	2	3	1	1	2			2	1	2	2	2	2	1	1	1	2		4	3	4	2	2	2	2	3	2	3	7	40		2	2	3	3	1	41	0.817442162
2516	2	1	1	17	1	1	2	1	2	2	2	2	1	3	1	18			9	9	9	2	2	1	1	1	1	1		1	4	1	1	2	3	1	1		5	8	88		2	2	1	1	1	6	0.484889142795
2517	2	1	2	20	1	1	1	1	2	2	1	1	1	3	1	6	2		2	2	2	2	2	1	2	1	1	1		2	2	2	3	2	1	1	1		4	8	46		1	2	1	4	2	53	0.46259794632
2521	2	9	1	20	3	2	1	1	1	1	1	1	1	1	2				2	2	2	2	2	1	1	2				5	3	2	3	2	3	9	3	1	3	5	21		2	2	1	2	1	6	1.061959427
2522	2	2	2	2	2	3	1	2	1	1	3	1	3	1	2				1	1	9	2	2	2	2	1	1	2		4	2	9	3	2	3	2	4	2	2	7	65		2	2	1	2	2	6	0.53481167
2523	2	1	1	20	2	2	1	1	2	2	2	1	1	2	2				2	1	2	2	2	2	1	1	1	1		1	4	1	1	3	1	1	1		4	6	31		1	2	1	4	1	16	1.099591829115
2526	2	2	2	20	4	2	1	2	1	1	2	2	1	1	2				2	2	2	2	2	1	2	1	1	2		4	2	2	3	2	2	2	4	2	2	6	25		2	2	1	3	1	6	1.061959427
2527	2	1	1	20	1	1	1	1	1	2	2	1	1	1	2				1	2	2	2	1	2	1	1	2	1		1	4	1	1	2	3	1	2		4	5	56		1	1	5	3	1	6	1.232240828
2530	2	2	2	20	1	1	2	2	2	1	1	2	3	3	1	14			2	1	2	2	2	2	2	2				5	5	2	3	2	3	2	4	1	2	3	63		2	2	1	3	1	6	1.015408604
2532	2	1	1	30	4	1	1	1	1	1	2	2	2	2	3				2	2	2	2	2	1	1	1	1	1		1	3	1	2	2	3	1	1		5	7	74		2	2	1	2	1	6	0.484889142795
2533	2	1	1	20	1	2	1	1	1	2	1	9	1	1	1	2	6		2	1	2	1	1	1	1	2				1	4	1	3	1	1	1	1		4	6	40		1	2	1	4	1	6	0.862025142299999
2534	2	1	1	13	4	1	1	1	2	2	1	3	1	2	1	2			2	1	2	2	2	2	2	1	1	1		2	4	3	2	1	1	2	3	1	3	7	40		1	2	1	4	1	6	0.415253366
2535	2	1	3	20	2	2	1	1	3	2	1	3	1	1	1	4			1	2	2	2	2	1	1	1	1	1		2	3	2	3	2	1	1	1		4	5	49		2	2	1	3	2	53	0.95553018351
2536	2	2	2	20	1	2	1	2	1	2	2	1	3	3	2				2	2	2	2	2	1	1	1	1	2		3	2	2	3	2	3	2	4	3	3	5	64		2	1	4	3	1	53	1.232240828
2537	2	1	2	20	1	2	2	1	3	2	2	1	1	1	1	98			2	1	2	2	1	1	1	1	1	1		2	4	2	3	1	3	1	3	1	3	8	54		2	2	1	4	2	6	0.460296464
2538	2	2	2	3	2	4	2	2	1	1	2	2	3	1	1	2	14	9	1	1	2	2	2	1	1	1	1	2		4	3	3	3	2	3	9	3	2	2	7	34		2	2	1	3	1	6	0.613029294
2540	2	2	2	20	2	4	1	2	1	1	2	3	3	1	1	10			1	2	2	2	2	1	1	1	1	2		4	1	5	1	2	3	2	2		2	5	43		2	2	1	4	1	6	0.85773646
2541	2	2	2	20	1	2	2	1	1	9	2	1	3	1	1	14	4		1	1	1	2	2	2	1	2				3	5	2	3	1	3	2	4	2	3	6	27		1	2	1	3	1	6	1.061959427
2542	2	1	1	15	4	1	1	1	1	2	1	1	2	1	2				2	2	2	2	2	2	1	1	1	1		5	3	1	1	3	3	1	3	3	3	7	40		2	1	4	4	1	4	0.80148149
2543	2	2	2	2	2	2	1	2	9	9	3	1	9	1	1	11	2	18	2	2	2	2	2	2	1	1	1	2		4	2	4	3	2	1	2	3	2	3	8	49		2	2	1	3	2	6	0.460296464
2544	2	2	2	3	1	2	3	2	1	3	2	2	9	1	1	2			2	1	2	2	2	1	1	1	1	2		4	2	9	1	1	2	2	2		2	5	26		1	2	1	1	2	6	1.177151612
2546	2	1	2	29	3	1	2	2	2	2	2	2	1	2	2				2	2	2	9	2	2	2	1	1	1		5	4	1	3	2	3	1	3	2	3	5	26		1	1	4	3	1	6	1.989439527
2548	2	1	1	20	2	2	1	1	2	2	1	3	1	1	2				2	2	2	2	2	2	2	1	1	1		2	4	3	2	2	1	1	1		5	7	82		2	2	1	3	1	6	0.484889142795
2554	1	1	1	9	2	2	1	1	1	2	1	1	1	1	1	3			2	2	2	2	2	2	1	1	1	1		1	4	1	3	3	3	1	1		5	8	54		1	2	1	4	2	18	0.523030661595
2556	2	2	2	10	1	4	2	2	2	1	2	2	3	3	1	8			2	1	1	1	1	1	1	1	1	2		4	1	2	2	1	2	2	2		3	5	52		1	1	1	1	1	48	1.655519144
2557	1	9	1	28	1	1	1	3	1	1	1	1	1	1	1	98			2	1	1	2	1	1	1	1	1	2		5	5	1	3	1	1	2	2		5	8	50		2	2	2	1	2	29	0.701014734
2558	2	1	1	20	1	2	1	2	1	2	2	2	3	1	1	2	10	9	2	1	9	2	2	1	1	1	1	8	1	2	3	9	3	1	3	1	2		3	7	54		2	2	1	1	2	17	0.520428519
2579	1	9	2	9	1	3	2	3	1	1	2	9	3	3	3				2	2	2	2	2	1	1	1	1	2		4	1	5	1	2	3	2	2		3	3	79		2	2	2	2	1	24	1.403220429
2583	1	1	1	20	1	2	1	1	1	1	3	1	1	1	2				2	2	2	2	2	2	1	1	1	1		2	5	1	3	2	1	1	3	1	3	3	55		2	2	1	3	2	34	1.154740286
2584	2	1	1	29	2	9	1	1	1	9	3	1	1	9	2				2	2	2	2	2	2	1	1	4	1		2	5	2	3	1	1	1	9	3	9	3	35		2	2	1	1	1	26	1.640643418
2586	1	2	2	20	1	2	2	2	1	1	9	2	3	1	1	8			2	1	2	2	2	1	1	1	1	2		4	1	1	1	1	2	2	2		1	5	72		1	2	2	3	1	13	0.950665991
2588	2	2	2	3	1	3	1	2	1	2	2	1	3	1	1	1	18		1	2	9	1	1	2	1	1	1	2		4	2	1	3	2	1	2	2		2	5	23		2	2	1	3	2	26	1.33093195
2589	2	2	2	13	1	3	2	2	2	1	2	2	3	1	1	6			2	2	1	1	2	2	1	1	1	2		4	2	3	1	2	3	2	2		1	8	41		1	2	1	4	1	48	0.427829453
2592	1	2	2	10	2	4	3	2	2	2	1	1	1	1	1	1			2	2	2	2	2	2	1	1	1	2		4	5	2	3	2	3	2	2		1	8	66		1	9	9	9	1	13	0.611591838
2600	1	1	1	13	3	1	1	1	1	2	2	1	1	1	1	2	8		2	1	2	2	2	2	1	1	1	1		1	4	1	3	2	1	1	1		4	7	54		2	1	1	4	2	34	0.889089578235003
2601	1	2	1	20	1	3	1	1	1	1	1	1	3	3	1	8	18	14	1	1	2	2	2	1	1	1	1	2		4	1	1	3	1	1	2	2		2	3	56		2	2	2	1	2	12	1.62674881
2602	1	2	2	30	1	3	1	1	1	1	2	1	1	1	1	8			2	2	2	2	1	1	2	1	1	2		4	1	1	3	2	3	2	2		3	3	56		2	2	2	3	2	36	1.55542966
2605	1	1	3	13	2	2	1	1	1	2	2	1	1	1	2				2	2	2	2	1	1	1	1	1	1		2	3	3	1	2	1	1	3	1	3	8	50		1	1	1	9	2	34	0.884666247
2608	1	2	2	29	1	1	1	2	1	1	1	1	3	1	2				2	1	2	2	1	1	2	1	1	2		4	1	1	2	1	3	2	4	3	5	8	99	2	2	2	3	9	2	29	1.024483481
2610	2	2	2	20	2	2	1	2	1	1	3	3	3	1	1	14			2	2	2	2	2	1	1	1	1	2		4	3	2	3	2	2	1	3	2	2	7	66		2	2	2	3	2	37	0.772958285
2615	1	2	1	20	1	2	3	2	1	1	2	2	3	1	1	2	8		1	1	2	1	1	1	1	1	1	2		4	2	2	2	2	3	2	3	2	3	5	55		1	2	1	4	1	6	0.657768053
2616	2	9	9	20	3	2	9	9	1	1	9	9	9	1	3				2	2	2	2	2	2	2	1	1	6	3	5	5	9	3	2	3	9	2		9	8	40		2	2	2	9	2	48	0.638794569
2619	1	1	1	30	2	2	1	1	1	1	1	1	1	1	2				1	2	2	2	2	1	1	1	1	1		1	2	2	3	2	3	1	1		3	5	99	2	2	2	1	3	2	23	0.980309951939999
2620	2	2	2	5	2	2	2	2	9	3	9	3	3	3	1	14	1		2	1	9	2	2	2	1	1	1	9	9	4	3	5	9	1	2	2	4	2	9	6	58		2	2	1	2	2	25	0.748025245
2622	1	2	2	20	1	4	3	2	1	2	1	2	3	1	1	2			1	1	2	2	2	2	1	1	1	6	2	4	4	4	2	2	2	2	3	2	5	8	60		2	2	1	4	1	17	0.545506396
2627	1	2	2	20	1	3	3	2	1	1	3	2	3	1	2				2	2	2	2	2	2	1	1	2	2		4	1	1	1	2	3	2	2		2	7	77		2	1	4	3	2	6	1.001898424
2629	1	1	1	20	2	1	1	2	2	2	1	2	3	3	1	2			2	1	2	2	2	2	2	1	1	1		2	4	2	3	1	1	1	3	1	3	8	75		2	2	1	3	1	41	0.482476759
2631	1	1	1	20	2	1	1	1	1	2	1	1	1	1	3				2	2	2	2	2	1	1	1	1	1		1	4	1	1	2	3	1	1		5	8	81		2	2	1	3	2	6	0.53748572835
2632	1	1	1	20	2	2	1	1	1	1	1	1	1	1	1	14			2	1	2	2	2	1	1	1	1	1		1	3	1	3	1	3	2	1		4	5	68		2	2	1	3	2	6	0.732762634245
2635	2	1	1	5	4	1	1	1	1	2	2	3	1	1	1	5			2	1	2	2	2	2	2	1	1	1		1	5	1	1	2	1	1	1		5	5	33		1	2	1	9	2	32	1.218866053215
